item_id,hours,minutes
317330,60,44
317360,8486,58
317380,12,27
317400,6904,39
317410,273,12
317440,289,18
317470,6204,49
317510,263,35
317530,4,19
317580,0,18
317610,93,31
317620,792,3
317710,404,48
317720,1,49
317760,9,22
317790,100,53
317820,1018,37
317840,1,22
317920,0,7
317940,8,9
317950,4,30
317970,43,53
318020,3232,18
318090,34,58
318100,427,22
318130,124,11
318220,1268,5
318230,545,55
318260,25,36
318310,120,46
318330,74,23
318350,2,56
318430,1643,2
318440,11,24
318480,126,56
318530,824,58
318570,109,59
318600,337,3
318650,17,2
318660,2,26
318690,3,52
318740,0,58
318860,90,49
318950,8,43
318970,65,13
319050,916,12
319080,29,18
319140,26,9
319170,93,1
319180,573,21
319210,1,3
319230,148,42
319250,818,8
319270,118,17
319280,88,58
319300,6,44
319320,158,41
319400,6,8
319450,204,5
319470,101,30
319510,6854,13
319550,195,11
319560,144,6
319570,42,21
319630,28584,4
319730,326,41
319740,139,42
319780,5,29
319830,64,31
319850,201,58
319910,1146,17
319970,209,29
320040,322,9
320090,28,6
320110,3,21
320120,86,31
320140,1250,8
320150,215,24
320320,25,12
320340,363,46
320400,66,18
320430,17,51
320520,115,3
320540,245,35
320610,13,30
320630,92,4
320650,60,30
320670,94,30
320690,64,16
320760,252,14
320790,93,11
320820,78,32
320840,170,12
320970,6,33
321030,1,32
321060,175,11
321150,620,55
321190,221,54
321260,590,35
321290,152,54
321310,0,25
321350,11,9
321360,5857,10
321370,6,30
321400,105,50
321410,289,11
321450,0,3
321480,235,33
321490,5,5
321540,46,36
321560,39,3
321600,1,30
321610,0,29
321660,0,56
321710,0,5
321800,799,29
321830,302,43
321840,192,7
321870,319,24
321920,173,29
321940,0,12
321950,320,15
321960,957,17
321980,63,52
322080,50,32
322110,285,30
322130,0,4
322170,33682,0
322190,302,12
322210,140,43
322290,426,0
322300,449,59
322330,162481,40
322440,3,38
322500,5616,42
322520,1820,51
322540,147,50
322550,3,29
322580,0,25
322630,129,27
322680,119,36
322770,127,19
322850,537,4
322900,316,24
322910,1234,52
322920,2894,7
322930,0,40
322950,32,58
322970,262,16
322980,21,22
322990,3,32
323020,33,0
323040,34,29
323060,553,5
323220,1010,23
323240,5,30
323280,8,9
323370,163560,21
323380,706,18
323430,1,40
323450,98,38
323460,84,43
323470,41686,45
323490,566,57
323580,335,9
323610,1219,58
323630,6,55
323670,4,43
323680,2,40
323700,7,10
323720,225,25
323780,16,56
323850,1462,11
323900,253,2
324070,120,44
324080,993,51
324090,0,3
324110,1,2
324120,10,12
324140,3,29
324160,894,11
324190,158,25
324260,395,1
324270,10,51
324310,410,11
324390,60,24
324400,3,26
324420,140,17
324470,63,39
324510,80,57
324570,299,22
324610,7,32
324650,85,8
324680,806,14
324710,22,29
324730,80,58
324740,13,58
324750,104,25
324760,9,22
324770,16,52
324810,740,40
324830,0,2
324850,0,1
325060,18,52
325090,275,51
325110,3,47
325120,188,51
325150,97,56
325160,19,6
325180,188,27
325210,51,15
325300,4,0
325320,91,37
325370,305,9
325420,449,1
325430,3,51
325470,131,29
325520,68,18
325610,67321,56
325630,63,35
325730,153,55
325790,32,4
325860,51,5
325870,83,56
325880,2,20
325910,96,49
326110,0,10
326120,240,43
326130,0,19
326150,270,54
326160,6294,25
326180,451,46
326190,409,22
326230,37,49
326340,28,38
326380,11,45
326410,4040,43
326460,20976,9
326470,2,2
326480,3805,32
326520,8,48
326590,4,13
326630,67,56
326650,0,27
326670,701,35
326720,46,11
326730,110,59
326840,115,48
326960,8,13
326990,12,55
327000,105,15
327010,9,11
327030,415,49
327060,54,32
327070,993,30
327090,528,23
327140,214,11
327150,15,54
327220,176,2
327260,143,3
327310,206,36
327370,12,20
327380,3,55
327390,17,23
327400,22,40
327410,526,31
327440,30,12
327490,1,21
327500,13,26
327510,901,44
327520,20,25
327560,21,55
327640,283,1
327650,94,25
327670,501,24
327680,49,32
327740,178,39
327860,1188,26
327880,109,32
327890,2740,43
327910,13,59
327920,1,55
327930,36,4
327940,0,10
327950,84,44
327960,7,6
327980,11,6
328000,0,12
328060,1014,0
328070,1915,19
328080,161,58
328100,0,28
328220,50,55
328310,0,52
328430,1,11
328440,0,1
328450,2,18
328460,0,32
328470,15,37
328500,438,30
328510,9,38
328550,8,25
328600,451,51
328640,49,8
328650,23,19
328680,120,41
328710,6,14
328730,269,26
328740,17,11
328760,728,49
328780,131,50
328830,14,10
328870,30,28
328880,1,3
328890,0,5
328900,66,32
328920,2,24
328930,0,33
328940,403,0
328990,0,26
329000,5,44
329020,111,52
329040,2,41
329050,2223,3
329110,4503,48
329130,5892,49
329190,28,36
329200,15,10
329240,85,35
329280,12,9
329320,2,23
329380,1967,13
329430,3471,35
329440,669,4
329460,97,38
329480,0,7
329490,857,33
329610,6,33
329620,1,51
329630,1,0
329640,13,51
329650,4,14
329670,0,17
329680,0,11
329690,60,57
329770,31,35
329790,291,2
329830,150,48
329860,146,46
329890,3,58
329970,207,23
330000,212,23
330070,5903,29
330100,29,35
330180,250,33
330270,202,45
330350,591,23
330370,3,47
330390,444,38
330450,58,17
330460,51,3
330470,58,51
330500,3,31
330520,0,13
330570,50,45
330580,176,31
330620,121,11
330660,121,50
330670,62,9
330680,40,57
330720,116,42
330770,18,45
330820,276,26
330830,19262,1
330840,14273,6
330990,142,45
331120,96,53
331160,25,25
331190,28,14
331200,185,39
331210,1,4
331220,89,47
331290,0,42
331340,137,1
331390,101,27
331400,82,24
331440,744,35
331450,3,22
331460,7,26
331470,2116,11
331480,6,8
331500,1088,9
331570,110,54
331580,1,3
331600,6703,31
331610,75,42
331650,50,15
331670,3645,32
331720,72,44
331750,25,3
331760,152,10
331790,419,49
331920,22,33
331970,35,30
331980,130,18
332070,2985,34
332150,5,25
332200,704,39
332250,5,58
332260,10,7
332310,5804,4
332330,14,18
332360,620,6
332370,0,6
332380,150,35
332390,103,54
332400,123,58
332410,17,36
332480,200,6
332490,76,12
332500,7779,18
332530,33,45
332540,23,57
332570,833,5
332580,0,6
332610,7,3
332620,74,9
332630,2,13
332710,233,59
332730,3,17
332780,106,53
332800,4967,36
332810,0,8
332830,97,32
332880,10,5
333100,0,22
333120,106,3
333210,137,57
333220,242,18
333250,91,16
333260,15,21
333290,0,22
333300,104,10
333330,69,35
333340,14,46
333350,7,11
333380,0,48
333390,122,42
333430,6,31
333490,145,22
333510,12,4
333540,15,17
333580,30,29
333640,501,59
333650,3,20
333660,150,7
333730,20,15
333760,103,18
333870,12,15
333880,126,49
333930,174900,40
333950,4955,54
333970,93,9
333980,2093,20
334030,120,55
334070,224,5
334100,0,26
334120,90,9
334140,8,27
334190,7,42
334210,138,17
334230,43399,14
334260,74,53
334270,33,9
334280,5,43
334290,51,46
334300,235,57
334370,70,13
334410,0,7
334420,434,46
334560,211,16
334620,90,12
334690,208,33
334710,83,15
334840,87,57
334850,326,39
334980,0,29
335000,107,0
335010,0,4
335050,44,5
335070,51,33
335090,25,48
335100,69,3
335120,27,54
335150,691,44
335190,344,54
335200,117,33
335210,0,25
335220,113,17
335240,16142,52
335300,85651,34
335320,61,32
335330,2793,26
335430,792,52
335450,120,26
335460,159,24
335550,49,49
335560,80,15
335570,0,1
335660,240,35
335670,2201,55
335690,235,59
335700,26,46
335770,0,24
335790,284,8
335820,268,38
335830,91,25
335840,141,1
335850,16,22
335890,3,27
335900,216,58
335920,30,45
335940,4,53
336010,46,23
336020,0,31
336030,91,32
336040,68,4
336060,33,38
336080,118,41
336090,257,42
336100,71,58
336110,16,4
336130,49,13
336150,147,50
336200,259,58
336220,2,10
336240,12,3
336250,109,47
336280,236,54
336300,87,24
336380,126,41
336420,362,58
336510,1422,6
336520,80,45
336530,1,41
336610,191,29
336670,92,25
336700,1241,8
336710,94,49
336730,88,43
336840,25,52
336930,0,50
337000,12803,5
337040,223,19
337070,65,7
337110,1,52
337150,428,26
337180,24,47
337210,27,17
337220,49,31
337270,104,40
337280,15,39
337320,3277,23
337350,27,47
337360,4,56
337410,51,18
337420,217,52
337450,0,3
337480,29,33
337490,0,46
337630,332,12
337650,0,55
337670,5,52
337680,37,37
337720,0,2
337730,15,0
337760,0,1
337820,7,8
337850,322,39
337880,2,5
337930,113,48
337940,240,36
337950,631,43
337960,10,5
337970,5,46
337980,84,7
338000,231,41
338030,0,28
338040,24,14
338050,745,27
338060,191,19
338110,0,33
338120,44,27
338130,4,22
338140,132,32
338170,1563,24
338180,337,2
338190,150,32
338300,0,51
338310,34,58
338320,449,51
338420,13,15
338530,148,20
338540,2089,47
338550,4,17
338590,1,25
338630,1,43
338710,156,0
338760,122,17
338800,15,7
338810,43,4
338890,0,51
338960,3,51
338980,42,11
339000,102,12
339040,11,1
339110,59,12
339120,331,37
339130,122,10
339160,395,21
339190,128,37
339200,634,12
339210,45,11
339230,699,15
339240,1,47
339280,7937,11
339290,289,4
339320,0,13
339340,1009,36
339350,649,25
339400,268,22
339440,32,26
339460,9,54
339470,371,34
339500,25,12
339510,74,48
339530,3,51
339540,1,23
339560,0,5
339570,68,20
339580,7,27
339590,104,37
339600,2002,35
339610,25053,2
339690,106,0
339700,130,56
339790,1079,10
339800,17415,2
339820,63,21
339840,1,9
339860,212,5
339910,220,3
340000,144,3
340030,106,25
340050,1395,21
340070,368,47
340120,0,50
340130,0,4
340150,786,11
340170,2299,36
340200,32,40
340210,21,4
340220,157,51
340270,9,30
340280,124,33
340290,0,23
340300,331,2
340310,328,56
340320,63,3
340330,91,41
340340,192,26
340350,256,50
340360,127,51
340380,9,26
340390,31,17
340400,4,28
340440,37,47
340460,140,33
340470,128,41
340480,0,52
340490,448,25
340520,172,19
340540,53,5
340570,23,14
340580,107,4
340600,2,21
340630,8,14
340650,432,47
340700,4,45
340720,38,6
340750,20,22
340770,199,6
340800,247,53
340810,631,43
340830,144,38
340860,24,31
340920,1,41
340960,14,55
340990,4,23
341000,1030,59
341020,34,58
341030,7,27
341060,71,56
341070,88,0
341090,292,35
341120,239,58
341150,117,46
341160,146,45
341190,97,11
341260,7,17
341270,9,37
341310,714,23
341360,3,19
341380,25,6
341390,142,44
341440,85,41
341460,0,38
341470,103,59
341500,937,51
341510,90,6
341530,139,11
341540,0,45
341550,229,35
341570,27,51
341640,0,9
341660,3,18
341680,67,26
341690,17,1
341700,2,44
341710,22,17
341720,164,14
341730,145,11
341750,6,36
341760,11,38
341780,138,58
341800,3472,1
341820,0,16
341860,126,0
341870,62,53
341910,50,6
341930,7,16
341940,962,3
341950,173,12
341980,124,45
342020,295,56
342090,673,30
342100,39,8
342130,31,12
342150,49,27
342180,0,7
342200,15180,43
342230,9,36
342240,139,16
342260,252,37
342280,146,50
342300,396,49
342350,48,47
342360,119,20
342370,2279,30
342430,2,35
342450,115,17
342490,28,45
342500,60,9
342510,73,44
342520,1,30
342530,6,50
342550,18,19
342560,425,47
342570,309,11
342580,1100,36
342610,113,21
342620,457,5
342630,5,11
342640,18,39
342650,97,28
342740,63,33
342860,1,40
342870,0,42
342890,48,26
342920,0,33
342970,155,56
342980,678,43
342990,13,1
343000,0,9
343020,36,48
343070,52,3
343090,276,47
343100,680,7
343120,7,11
343140,1,46
343150,0,49
343170,1,33
343180,0,23
343250,0,3
343270,218,20
343280,127,44
343340,134,35
343360,1703,34
343370,46,2
343390,163,25
343440,339,30
343560,225,35
343630,89,18
343710,344,5
343730,7,42
343740,19,13
343750,367,57
343770,0,15
343780,482,52
343800,100,23
343810,63,34
343820,47,55
343830,31,45
343840,0,38
343930,111,5
343990,0,24
344030,3,27
344040,932,57
344100,0,2
344160,25,1
344180,52,11
344190,91,5
344230,217,26
344240,113,13
344260,0,11
344270,0,32
344300,86,47
344340,154,31
344410,122,9
344440,102,34
344480,4,50
344500,130,50
344630,118,59
344740,99,36
344760,58754,37
344770,262,24
344790,61,5
344800,429,2
344810,25,19
344820,6,45
344840,152,28
344850,2469,3
344860,604,15
344880,171,25
344890,4,0
344910,448,3
345010,346,36
345060,114,37
345080,116,6
345090,165,8
345120,362,39
345130,15,4
345140,1,19
345180,2626,58
345200,199,9
345220,435,2
345240,410,9
345260,177,1
345280,8,31
345290,0,1
345310,0,27
345340,12,54
345350,2207,8
345370,1869,0
345390,1002,16
345440,217,54
345480,11,1
345540,52,18
345580,50,14
345610,2096,20
345640,44,22
345650,79,54
345660,1532,38
345700,159,2
345710,7,28
345750,3,58
345790,0,20
345820,1020,17
345860,97,23
345990,0,1
346010,45966,32
346040,123,2
346080,93,39
346090,1,18
346110,642448,44
346120,4754,59
346140,86,49
346150,0,13
346160,16,9
346180,210,17
346200,60,41
346210,5,15
346220,21,20
346240,1,15
346250,50,30
346290,98,6
346320,2,38
346330,884,16
346340,21,12
346370,16,42
346420,187,28
346430,13,47
346440,19,5
346450,2,35
346460,12,47
346470,331,16
346490,20,47
346510,29,39
346550,0,33
346560,345,55
346610,10,49
346630,67,7
346650,0,14
346730,151,57
346770,16,27
346780,57,50
346800,0,36
346810,321,43
346830,545,44
346850,292,13
346900,267416,35
346920,1,20
346940,4111,15
346950,87,58
346970,36,38
347030,103,59
347040,143,27
347060,129,35
347080,3,15
347170,9,24
347230,1,34
347250,0,1
347270,0,5
347280,0,21
347350,1,40
347400,7,38
347430,591,57
347440,103,54
347470,9,14
347480,0,9
347510,217,6
347560,853,56
347580,0,20
347590,93,41
347610,139,23
347620,847,55
347670,154,0
347690,1,39
347710,23,2
347720,22,29
347730,17,58
347790,0,18
347830,3767,41
347940,100,31
348000,0,2
348020,349,15
348030,150,56
348180,65,11
348200,621,23
348240,106,22
348270,18,14
348280,0,2
348290,3,0
348300,84,51
348340,178,21
348360,234,7
348380,5,29
348400,109,16
348430,1,38
348440,5,7
348450,0,39
348460,148,59
348470,1197,11
348490,65,12
348510,8,48
348530,127,8
348540,322,2
348550,253,16
348620,127,39
348650,56,59
348670,755,38
348700,82,45
348710,73,37
348730,119,13
348790,0,40
348810,4,19
348820,0,38
348840,4,9
348850,8,1
348860,3,33
348870,52,44
348950,124,56
348960,131,3
348980,68,33
349020,60,48
349040,4485,33
349060,0,38
349100,14,27
349140,136,5
349150,0,9
349210,7,40
349220,169,47
349240,11,3
349250,0,1
349260,247,28
349280,0,4
349300,12,4
349320,123,13
349440,160,21
349450,2,10
349460,78,33
349480,1872,35
349500,337,9
349530,26,26
349540,94,21
349550,68,34
349580,673,47
349650,2,22
349670,0,42
349680,146,51
349690,154,9
349700,6897,59
349720,1635,14
349760,4,3
349780,15,42
349840,79,38
349950,115,50
350010,298,44
350020,189,16
350070,61,1
350080,5326,10
350090,3,5
350110,40,34
350150,53,58
350210,4,2
350220,15,18
350280,230,14
350310,213,23
350330,0,10
350490,110,6
350500,33,5
350510,0,25
350530,5,8
350600,69,27
350610,5,46
350620,5,17
350630,61,0
350640,52,21
350700,376,59
350740,142,31
350770,15,22
350780,2,20
350810,404,17
350910,8,50
350970,54,11
350990,10,46
351030,109,2
351050,1355,11
351060,3,46
351080,33,37
351090,143,36
351100,22,14
351140,229,50
351150,114,48
351170,12,12
351230,40,44
351240,82,24
351250,360,9
351290,980,31
351300,10,6
351340,334,13
351400,152,29
351410,9,26
351420,0,4
351450,91,12
351470,321,52
351480,83,38
351490,557,33
351510,425,6
351570,45,30
351630,26,33
351640,1026,33
351700,131,22
351710,4147,22
351720,37,45
351730,9,8
351790,132,55
351800,327,15
351810,0,30
351820,0,29
351860,251,45
351870,84,34
351900,15,14
351910,115,19
351940,24,58
351970,6158,55
351990,311,48
352010,355,12
352030,24,16
352050,0,3
352070,9,38
352120,29,8
352130,61,4
352140,20,31
352160,77,30
352170,0,46
352190,137,3
352210,15,18
352220,150,17
352240,13,58
352360,7,25
352370,38,7
352400,4785,49
352430,24,49
352440,23,6
352460,3436,55
352520,169,42
352580,4,2
352620,81,6
352640,23,39
352700,289,14
352720,8,9
352740,126,54
352750,1,12
352760,4,52
352780,566,36
352790,2,22
352850,0,52
352900,107,4
352950,28,10
352960,50,23
353070,27,4
353090,267,32
353110,5,11
353130,304,49
353190,18,54
353260,0,30
353270,4229,36
353280,1,25
353300,0,1
353330,153,28
353340,0,2
353360,155,28
353540,20,19
353550,41,56
353560,267,50
353600,58,38
353610,2,5
353630,4,56
353640,270,39
353700,68,25
353890,1253,15
353940,0,11
353980,39,32
354030,139,49
354040,100,41
354050,12,8
354140,2275,8
354160,17,36
354180,166,38
354200,574,7
354230,31,26
354240,656,15
354280,2,44
354290,267,46
354310,23,11
354380,616,48
354400,33,46
354430,65,3
354500,25,3
354560,1,23
354620,51,14
354640,2435,5
354650,15,25
354680,32,41
354690,0,9
354720,0,43
354730,30,31
354740,20,36
354770,0,1
354820,2,21
354860,463,35
354900,12,22
354920,192,23
354930,72,32
354950,136,11
354960,143,34
354970,3,16
355000,1018,30
355050,103,9
355060,3,37
355070,28,6
355080,32,17
355100,133,24
355120,2,11
355130,246,14
355140,0,46
355150,745,15
355180,5096,18
355240,72,56
355250,47,32
355270,1051,36
355310,0,53
355350,28,48
355410,89,20
355420,0,42
355430,108,57
355500,3,11
355510,0,10
355520,549,24
355530,238,5
355560,86,38
355630,9,46
355690,0,19
355760,59,32
355800,155,20
355810,152,28
355840,5747,18
355860,25,3
355920,36,16
355950,0,1
355970,108,13
355980,68,45
356000,62,42
356040,2321,28
356050,38,7
356070,65,54
356090,0,40
356100,1,32
356130,152,58
356170,16,55
356180,12,1
356200,511,25
356210,0,8
356260,11,39
356270,59,40
356280,12,42
356290,17,33
356310,818,28
356370,712,33
356380,50,29
356390,9,6
356420,95,52
356430,258,47
356500,460,50
356510,1,25
356520,46,35
356530,155,20
356540,120,10
356550,95,39
356560,108,44
356570,3548,53
356580,17,55
356670,1840,33
356710,0,3
356730,33,42
356770,8,57
356790,71,37
356800,3,17
356870,0,16
356880,37,20
356890,82,13
356910,30,14
357010,12,53
357030,155,46
357070,244,48
357120,101,37
357200,146,34
357280,536,18
357290,0,11
357300,299,24
357320,2,58
357330,202,50
357340,557,29
357370,67,50
357380,50,37
357410,3,34
357460,3,43
357470,34,49
357480,314,27
357490,58,35
357600,228,31
357650,63,45
357670,59,26
357690,10,11
357700,6,39
357720,105,29
357770,333,46
357780,673,39
357830,28,32
357890,47,50
357900,415,48
357910,6,56
357920,0,4
357930,7,10
357940,9,23
358030,6,0
358070,2,44
358080,95,41
358090,428,3
358130,376,39
358170,1,26
358180,11,52
358190,4,17
358200,4,47
358210,5,24
358220,2,41
358230,1,55
358240,1,4
358250,19,24
358260,12,13
358270,20,2
358280,12,21
358290,4,25
358300,1,23
358310,1,24
358320,1,54
358330,1,22
358340,10,41
358350,2,0
358360,15,29
358370,6,8
358380,4,49
358390,2,7
358400,2,1
358410,10,28
358420,3,4
358440,3,33
358460,34,26
358610,1,3
358650,72,54
358700,5,47
358760,188,39
358770,37,53
358810,20,24
358830,27,23
358840,0,13
358960,103,29
359040,123,29
359050,6189,11
359060,111,18
359080,4,4
359090,0,23
359160,0,17
359190,9,37
359220,129,28
359230,146,4
359250,89,48
359260,34,5
359280,55,53
359300,10,25
359310,1467,10
359320,88451,17
359350,8,6
359370,20,3
359390,519,18
359400,30,30
359410,39,15
359440,14,43
359450,19,0
359550,167692,10
359560,102,24
359580,200,26
359600,52,39
359610,67,28
359630,6,25
359650,5,29
359670,70,59
359800,332,32
359810,311,35
359840,12,24
359870,8028,50
359900,306,53
359920,14,25
359960,114,8
360010,147,33
360040,64,23
360170,2171,24
360380,458,24
360390,66,44
360450,36,22
360510,62,23
360520,0,52
360550,112,13
360580,1,6
360590,207,1
360620,26,9
360640,1039,54
360650,446,10
360730,630,6
360740,1972,41
360750,0,6
360840,9,30
360850,27,38
360870,379,45
360890,1,31
360940,461,7
360990,13,20
361020,4,25
361040,9,45
361130,3,9
361160,64,35
361190,546,46
361200,55,37
361280,1486,49
361300,118,48
361330,0,6
361350,8,8
361360,26,7
361380,7,30
361430,1,25
361550,98,24
361560,0,26
361600,53,40
361620,1,21
361630,328,58
361670,76,39
361690,83,0
361700,13,6
361800,2932,17
361830,46,26
361850,8,54
361890,67,58
361930,6,44
361950,13,45
361970,10,5
361990,271,36
362030,8,40
362070,689,13
362090,298,42
362130,72,13
362140,47,52
362160,16,26
362280,1,49
362290,163,53
362300,315,34
362310,138,4
362350,132,19
362380,1,0
362400,26,56
362410,10,32
362490,1372,56
362610,661,18
362620,1731,36
362660,412,48
362680,622,48
362740,3,1
362780,2,1
362810,212,37
362830,1,4
362860,3,49
362870,269,39
362890,8884,12
362920,0,18
362930,36,14
362940,3,1
363050,3,28
363060,2,4
363070,0,53
363130,427,15
363180,39,42
363240,106,56
363270,93,35
363330,212,45
363360,194,39
363410,552,12
363420,52,56
363430,1,15
363440,461,14
363460,314,55
363480,22,49
363490,512,41
363500,15,53
363510,215,29
363520,84,46
363530,25,7
363550,6,4
363580,115,14
363600,1926,32
363610,199,43
363620,673,19
363670,53,42
363680,7306,48
363790,166,46
363890,4912,35
363900,0,29
363920,53,31
363930,36,52
363940,138,6
363960,0,57
363970,554388,5
363980,603,42
364050,423,30
364060,0,57
364100,0,30
364130,0,2
364190,1,7
364230,18,49
364240,0,1
364250,11,57
364270,528,13
364300,38,33
364350,146,8
364360,82456,58
364370,7,24
364380,2,31
364390,43,10
364420,7090,22
364450,0,54
364480,40,13
364510,5,23
364640,45,43
364660,24,42
364670,1,47
364690,1006,11
364710,0,25
364750,3,14
364770,49,9
364790,25,49
364800,6,50
364810,16,59
364830,34,1
364840,30,11
364880,0,58
364890,48,41
364900,135,56
364930,190,36
364940,21,25
364970,0,22
365020,62,12
365050,40,14
365060,3,14
365070,176,56
365090,0,8
365120,38,36
365140,0,33
365160,34,55
365170,10,51
365190,26,20
365200,12,17
365210,51,9
365240,0,9
365260,9,12
365270,1,33
365280,61,44
365300,395,6
365310,84,44
365320,1,33
365330,9,19
365350,585,0
365360,1413,0
365420,133,27
365430,1,15
365440,28,28
365450,2660,2
365480,53,46
365500,1,51
365560,0,44
365590,92621,53
365620,0,10
365660,326,7
365670,19242,36
365680,130,40
365720,212,6
365750,5,34
365760,0,2
365770,294,23
365800,72,26
365810,349,49
365850,12,28
365860,18,32
365870,3,46
365880,25,1
365900,53,35
365960,817,47
366000,1,51
366010,1,7
366040,68,7
366060,4,14
366160,292,52
366180,5,16
366210,79,4
366220,5795,55
366230,3,47
366250,322,56
366260,27,43
366270,0,21
366280,0,15
366290,8,38
366320,21,39
366350,0,16
366440,714,29
366460,0,2
366510,19,45
366530,34,19
366590,5,2
366600,30,37
366610,67,18
366620,50,33
366670,15,1
366690,2,17
366700,10,7
366760,1071,57
366780,102,30
366800,22,33
366810,8,18
366860,0,43
366890,582,18
366960,0,57
366970,74,56
366990,0,15
367000,213,32
367010,1,44
367030,1,1
367050,0,2
367090,0,1
367110,12,29
367120,416,13
367140,207,19
367240,80,4
367260,10,22
367270,334,35
367300,157,20
367340,0,30
367350,43,57
367430,43,56
367450,2625,42
367500,24373,48
367550,534,48
367570,110,55
367580,535,29
367600,137,9
367670,654,57
367700,0,5
367710,1,32
367780,255,7
367800,0,11
367930,12,55
367950,10,58
367990,18,11
368050,3,49
368080,21,27
368140,119,27
368160,156,46
368180,79,55
368220,24,28
368230,4686,40
368250,53,13
368290,0,14
368310,7,19
368340,251,15
368360,1126,19
368370,755,40
368450,51,6
368470,7,1
368500,8752,19
368570,3,16
368590,113,33
368600,31,58
368610,335,33
368640,12,1
368650,98,39
368680,76,46
368690,0,5
368700,108,7
368710,75,53
368720,235,44
368730,1475,28
368740,35,19
368760,0,22
368770,2,21
368780,2,38
368800,25,9
368830,99,1
368860,94,43
368890,81,4
368950,274,15
368970,70,0
368980,25,7
368990,660,2
369000,286,23
369030,5,26
369040,546,23
369060,121,33
369070,28,10
369080,132,52
369100,6,56
369110,186,49
369180,23,29
369190,0,17
369230,79,14
369270,17,29
369290,201,26
369300,23,43
369310,3,38
369360,127,47
369370,117,58
369390,5,13
369400,50,33
369420,169,41
369550,28,33
369560,58,35
369570,0,23
369580,574,49
369640,125,0
369860,1,57
369890,185,5
369990,432,41
370020,97,32
370040,95,0
370050,0,40
370070,28,44
370080,1,31
370090,726,16
370150,16,56
370160,71,47
370170,90,6
370190,47,49
370200,56,30
370220,0,28
370240,36295,19
370270,152,15
370280,150,31
370300,477,44
370310,1,10
370360,973,3
370460,180,43
370480,136,1
370490,30,27
370510,594,39
370540,59,55
370550,146,57
370590,236,3
370600,0,3
370640,12,38
370670,2,0
370700,6,2
370710,22,52
370770,246,28
370780,159,30
370840,14,54
370910,55,4
370920,45,25
370940,0,25
371000,195,25
371010,94,27
371100,134,18
371120,182,26
371180,380,24
371190,46,4
371200,569,47
371210,85,23
371220,11,40
371230,0,34
371240,0,2
371270,1,54
371280,26,11
371300,75,7
371310,12,19
371320,62,26
371330,211,43
371360,0,4
371390,473,17
371400,24,51
371410,59,3
371420,493,41
371430,0,12
371450,80,3
371460,100,54
371500,45,22
371510,206,57
371520,94,45
371550,75,21
371570,1071,26
371660,5987,13
371670,179,28
371690,1,26
371710,10,4
371850,0,9
371880,2,15
371890,68,33
371900,186,22
371970,381,25
372000,46072,30
372030,71,3
372060,0,3
372150,61,28
372190,0,39
372210,52,19
372250,2,25
372260,8,46
372350,10,6
372360,423,16
372380,2,52
372390,945,15
372430,0,7
372480,42,24
372490,46,23
372540,38,27
372590,11,23
372670,0,3
372690,57,50
372720,2,18
372770,0,2
372780,0,5
372800,2221,59
372820,282,36
372830,112,13
372930,13,50
372940,21,56
372950,0,7
372960,0,6
372970,16,44
373020,1,24
373120,0,8
373140,68,4
373180,343,54
373240,119,34
373290,54,3
373330,42,2
373360,238,55
373390,108,44
373410,14,12
373420,16305,55
373440,260,38
373460,0,41
373470,0,59
373480,14,12
373600,34,59
373610,48,15
373620,87,21
373630,53,34
373670,0,2
373720,30,38
373730,92,59
373750,33,1
373770,341,51
373800,0,12
373810,0,3
373860,3,32
373870,1,25
373970,284,20
373990,0,22
374010,2,31
374040,2556,19
374050,81,8
374060,39,46
374090,21,19
374150,0,3
374240,45,50
374320,160595,3
374400,3,44
374410,94,59
374450,17,0
374570,400,57
374640,57,11
374670,93,30
374830,116,9
374900,32,8
374950,52,43
375000,42,2
375010,191,48
375020,194,35
375030,26,6
375040,85,25
375120,124,56
375130,242,25
375160,0,24
375170,51,22
375180,33,46
375210,6,51
375220,1,52
375250,131,2
375290,77,38
375310,2,25
375320,3,28
375330,1,38
375420,74,59
375430,108,53
375450,0,51
375460,1029,44
375480,41,39
375510,646,21
375520,640,35
375530,386,30
375550,0,6
375580,44,37
375600,514,35
375620,283,46
375680,0,31
375710,339,27
375760,0,2
375770,112,44
375790,29,57
375820,783,54
375840,78,29
375850,134,35
375900,301,1
375910,2088,20
375930,68,42
375950,3537,18
376110,0,37
376120,3,35
376130,2,41
376140,37,35
376210,2539,26
376250,22,32
376300,1727,52
376310,25,26
376520,4,12
376560,151,53
376570,7562,31
376680,22,52
376730,46,4
376750,1,23
376760,2,58
376770,805,53
376870,5506,2
376880,1,24
376920,66,19
377040,0,1
377070,28,17
377080,133,34
377100,3,38
377140,361,17
377150,6,31
377160,754577,41
377190,12,21
377200,7,25
377250,3,32
377280,117,13
377290,280,40
377310,225,8
377360,66,49
377430,59,13
377450,23,3
377460,46,10
377470,29,53
377520,20,41
377530,321,28
377550,4,10
377570,144,23
377590,0,55
377600,219,16
377660,48,20
377710,61,36
377720,50,48
377760,49,39
377840,2255,20
377860,122,49
377870,11,11
377900,240,44
377970,9,39
377980,19,40
378030,8,40
378070,1,5
378080,88,3
378090,0,18
378100,508,21
378110,8,40
378260,43,16
378270,185,55
378280,0,59
378300,4,42
378370,623,17
378390,0,48
378420,1,32
378480,2,51
378490,1,21
378570,0,32
378580,43,25
378590,0,36
378610,33,9
378660,150,40
378720,2711,7
